Acquisition_1,Acquisition_2,Acquisition_3,Acquisition_4,Acquisition_5,Acquisition_6,Acquisition_7,Acquisition_8,Acquisition_9,Acquisition_10,Acquisition_11,Acquisition_12,Acquisition_13,Acquisition_14,Acquisition_15,Acquisition_16,Acquisition_17,Acquisition_18,Acquisition_19,Acquisition_20,Acquisition_21,Acquisition_22,Acquisition_23,Acquisition_24,Acquisition_25
3070277806863.45,2552648134159.52,2385459229682.71,1080973817054.09,1634020882065.47,914079455674.86,1728903953891.91,2511177601286.22,2432100347661.59,,,,825205259364.52,1843535196728.32,3374630559010.65,1260684634204.46,1481335735545.32,1326446086529.51,542178430509.75,798810036526.88,1074599828976.31,141371921119.43,476944152784.83,323294617819.51,2385523559310.53
3070449704847.42,2559206238679.10,2388898910510.01,1083689032394.62,1634852535216.63,917298229501.49,1733853358514.26,2515943983542.53,2436101591049.90,,,,825716749249.39,1845877285077.84,3382333073360.96,1263272476383.07,1484112735311.21,1328735556646.71,542466109267.97,801026744560.88,1076269438541.85,141017486908.75,476951910365.25,323621564395.40,2385075565757.96
3070597918090.97,2565800478178.64,2392336373014.47,1086411453995.31,1635647230797.65,920485464904.67,1738831526910.74,2520712119867.36,2440135147520.18,,,,826234762156.65,1848220377884.76,3390072508452.76,1265873737181.59,1486865482696.53,1331004883329.94,542758179855.44,803225063458.72,1077935120844.08,140680694929.74,476953610279.45,323909802977.64,2384602555947.89
3070722394764.95,2572430881426.22,2395771677936.04,1089141027774.99,1636441921257.55,923641197004.56,1743838478278.39,2525482000309.09,2444201070545.04,,,,826759285831.22,1850564471340.77,3397848869100.70,1268488413008.10,1489593955693.04,1333234944868.68,543054722518.79,805404998477.50,1079596909457.47,140361672202.03,476949320939.50,324159319792.34,2384104592434.25
3070823084005.54,2579060813559.50,2399243065239.90,1091877700051.91,1637199654271.62,926765462220.10,1748874232820.01,2530253614987.55,2448238072866.48,,,,827251037504.69,1852909561655.21,3405662160233.23,1271116503516.04,1492298134370.32,1335425741210.07,543355825735.50,807624189302.40,1081258814208.49,140060540171.74,476939120235.83,324370101509.67,2383581738979.17
3070899935910.10,2585726885094.25,2402750503610.12,1094602356522.57,1637920430254.48,929858298259.33,1753919008009.81,2535044300161.63,2452307465869.82,,,,827710001543.29,1855255645054.98,3413512386890.78,1273769854668.05,1494978000853.49,1337577272302.53,543661586184.17,809861770726.50,1082952692479.66,139777414493.00,476923095547.34,324542135226.19,2383034060560.86
3070977665730.53,2592429124215.71,2406293962214.76,1097333833321.20,1638604249943.69,932919744110.47,1758972773682.05,2539819382891.79,2456409302845.80,,,,828136164041.38,1857602717784.44,3421399554223.96,1276448466262.32,1497672394866.07,1339689538095.77,543972108713.55,812078491169.32,1084646701131.17,139550557102.70,476901343753.21,324675408448.08,2382475298897.07
3071031492927.86,2599167559089.38,2409805558362.88,1100072079600.96,1639251114399.22,935977379339.14,1764035502501.81,2544613574827.67,2460543637328.40,,,,828608058014.83,1859950776105.34,3429256654614.57,1279152340219.31,1500342445590.81,1341821948004.16,544287506310.60,814276832498.39,1086340839563.27,139342127955.56,476873971246.20,324769909075.17,2381905373629.13
3071061369532.01,2605942217857.39,2413285254837.01,1102817044894.70,1639861025002.93,939003626338.00,1769107169925.99,2549426953911.53,2464710523085.75,,,,829125673729.26,1862299816296.70,3437083698728.82,1281881480559.28,1502988141550.92,1343915091683.29,544603493013.90,816493557552.51,1088035107179.90,139140337683.97,476816443342.93,324903735579.69,2381324206108.36
3071078102327.99,2612685188523.07,2416733015286.35,1105568679113.31,1640433983458.34,942034453490.62,1774187754164.67,2554259598878.09,2468884981426.40,,,,829688999492.21,1864649834654.76,3444880697692.32,1284624035178.82,1505648327078.96,1345968969133.58,544924515448.87,818728665654.68,1089729503388.66,138943994986.45,476795929354.34,324998781236.12,2380731719394.42
3071056921009.79,2619396506451.85,2420178660334.14,1108326932544.05,1640976941724.71,945033992390.11,1779297100180.88,2559111589241.25,2473066904952.53,,,,830298021665.72,1866999160302.18,3452647663085.81,1287379999744.47,1508294053856.30,1347983580356.19,545250702615.34,820945394874.31,1091424027600.77,138764621065.54,476739234076.65,325055034534.03,2380127838253.73
3071061442706.66,2626076207264.13,2423622247697.62,1111091755848.91,1641512948360.77,948002285428.06,1784444062543.42,2563983005280.71,2477256188790.93,,,,830952724680.37,1869349514099.77,3460407960599.17,1290149373128.44,1510925332895.49,1349958925353.02,545582191540.89,823143745884.51,1093118679231.09,138602281827.11,476719526436.10,325072484320.69,2379512489158.04
3071052957224.03,2632724326836.28,2427063836667.83,1113863100062.86,1642048955572.57,950939376249.27,1789599913354.52,2568873928028.66,2481452730574.83,,,,831613820862.45,1871735679248.38,3468161571571.20,1292932157374.56,1513542177775.25,1351895004126.72,545919127243.64,825360479723.96,1094813457698.04,138457037214.99,476736767242.62,325051119787.45,2378885600283.04
3071031525193.52,2639373843935.59,2430473532337.19,1116601644011.38,1642584963357.33,953845309746.45,1794764635404.81,2573784439256.60,2485656430425.85,,,,832281294984.02,1874122838109.85,3475908478799.65,1295728357664.22,1516183455339.80,1353791816680.69,546261662693.80,827595595729.98,1096508362423.60,138328941102.12,476760183208.40,325007044149.41,2378247101507.07
3070997208591.00,2646059748354.34,2433851296782.11,1119346612789.37,1643127913472.28,956720132055.77,1799938214121.72,2578697002038.35,2489867190935.90,,,,832994398838.70,1876510986898.92,3483648666524.73,1298537982282.16,1518849180927.74,1355688631372.69,546609958773.68,829812333752.96,1098199553383.53,138218041191.86,476753151026.85,324924198533.05,2377596924410.00
3070950070739.24,2652782068438.65,2437197092933.68,1122097959204.62,1643663920127.03,959627084536.70,1805120637532.44,2583629255244.92,2494084917149.09,,,,833694882532.71,1878900121847.99,3491382120412.73,1301334202622.14,1521539371633.17,1357546179850.96,546964184236.20,832010694451.88,1099887073336.93,138085484223.25,476715615645.20,324802571817.80,2376935002272.13
3070890176310.65,2659540832492.55,2440510884566.80,1124855636417.58,1644206865483.07,962502950661.45,1810311896227.39,2588581281770.21,2498309516543.80,,,,834401883906.42,1881290239207.05,3499108827540.00,1304117010380.58,1524254046287.57,1359403730471.26,547324515661.81,834227437103.20,1101570968944.04,137931130664.27,476647525851.61,324642153224.59,2376261270073.21
3070817591330.09,2666336068774.68,2443792636289.75,1127619597939.75,1644756745468.42,965374884527.62,1815511983324.08,2593553165207.79,2502540899014.70,,,,835096616696.10,1883681335243.59,3506828776377.17,1306886400451.93,1526983223370.49,1361281425630.46,547650052955.17,836462561058.08,1103258868005.66,137754863644.42,476548834243.77,324482020531.51,2375575664491.65
3070732383177.67,2673167805495.03,2447042313533.85,1130370659863.57,1645313558741.03,968242800827.81,1820720894431.41,2598544989837.92,2506778976854.84,,,,835779356848.37,1886073406242.49,3514541956773.59,1309642370894.12,1529726880350.11,1363179268062.30,547940721725.67,838679307910.61,1104978914288.19,137556588896.19,476450311589.17,324322174165.71,2374864950205.60
3070634620591.79,2679968157042.24,2450259882543.47,1133128075507.37,1645877306684.27,971079591080.84,1825920990020.60,2603556840614.52,2511054619948.98,,,,836489638166.90,1888466448505.97,3522248359942.02,1312384922895.02,1532509431245.45,1365057994723.74,548196449538.14,840877678306.12,1106702916650.94,137336234749.44,476351958000.40,324162614554.42,2374142313274.59
3070524373672.07,2686767744855.30,2453475476137.83,1135891798558.53,1646471056856.51,973885298449.36,1831129907514.37,2608588803152.22,2515336821538.99,,,,837227733566.41,1890860458353.44,3529947978443.57,1315114060739.74,1535316469552.01,1366956881675.52,548417165861.52,843057677169.74,1108423342240.58,137093752179.65,476290249139.04,324003342124.96,2373407692410.73
3070401713882.42,2693601563960.47,2456656455340.80,1138661783048.73,1647094807741.62,976659967366.74,1836347645006.52,2613640963713.47,2519625499689.96,,,,837993917770.51,1893254077888.08,3537640806172.86,1317829791778.85,1538148012746.21,1368835631178.99,548602802019.50,845219313651.76,1110147690779.88,136829114911.01,476228692562.42,323827973085.19,2372661028019.56
3070266714054.26,2700403954965.61,2459802843555.39,1141437983352.29,1647748558994.75,979403643532.95,1841574202998.16,2618713409195.66,2523920574806.66,,,,838788467212.16,1895648714342.74,3545326838343.45,1320558946441.78,1541004080010.06,1370734546866.69,548753291142.87,847362601075.30,1111868492243.54,136542319575.86,476167288336.42,323636418450.92,2371902262199.59
3070108026864.51,2707174953924.42,2462914664485.81,1144220354184.54,1648432311440.10,982179306699.52,1846809584363.74,2623806227118.29,2528221969615.64,,,,839611659932.95,1898044363875.72,3553049773510.33,1323313371695.90,1543884692212.56,1372653638857.93,548899659791.48,849487556886.12,1113593183739.26,136272609959.84,476106036526.80,323422361389.31,2371131338742.06
3069937057764.60,2713914597145.48,2465991942138.86,1147008850600.12,1649086053222.35,984986903354.28,1852053794317.37,2628919505610.24,2532529609147.56,,,,840463775481.22,1900441022663.04,3560809612998.94,1326081213707.17,1546789871890.79,1374592919693.87,549083376297.94,851594202604.44,1115321719893.88,136020087726.33,476044937199.21,323192058539.49,2370348203130.75
3069753881295.10,2720658063865.35,2469069856475.29,1149803427991.26,1649739790137.03,987826382177.59,1857306840379.65,2634053333397.01,2536843420719.44,,,,841345094808.98,1902838686898.41,3568576265257.28,1328862465758.36,1549719643230.79,1376492965308.31,549231771400.86,853700903079.62,1117054059717.49,135784848794.01,475983990419.21,322922807716.51,2369552802541.96
3069558573375.66,2727405430016.55,2472150803698.31,1152604042086.11,1650393522187.24,990697694027.78,1862568732344.80,2639207799788.06,2541163333917.10,,,,842255900167.93,1905237352793.09,3576379827321.02,1331668988473.70,1552674032048.40,1378353775851.88,549344784001.43,855807657925.49,1118790166570.97,135566983161.47,475923196252.26,322670232280.63,2368745085844.55
3069351211308.40,2734189493396.18,2475232343856.75,1155410648946.98,1651047249376.07,993600791925.82,1867839482248.24,2644382994664.21,2545489280577.64,,,,843196475004.42,1907637016575.81,3584220301199.85,1334500786766.79,1555653065769.73,1380195532724.52,549422354645.98,857896144544.71,1120522709788.39,135366574740.60,475862554763.72,322434420128.49,2367925003600.12
3069131873781.43,2740972622649.04,2478314474739.17,1158223204968.57,1651700971706.60,996535631039.13,1873119104334.55,2649579008465.02,2549821194771.96,,,,844184710916.47,1910037674492.71,3592097689036.33,1337319198180.27,1558607757759.83,1382057521144.31,549464425485.95,859966392214.43,1122251724806.32,135183701199.41,475802066018.84,322215471166.83,2367092508063.37
3068900640872.42,2747792420262.08,2481397194144.70,1161041666876.21,1652354689181.90,999502168664.69,1878407615025.81,2654795932176.30,2554159012787.42,,,,845198857149.43,1912439322807.20,3600011993104.19,1340162902630.21,1561538079163.19,1383939760858.29,549470940239.44,862018434139.08,1123977250926.26,135018433815.11,475741730082.75,321996870709.79,2366247553182.48
3068657594052.14,2754581033175.07,2484480499882.99,1163865991724.09,1652971457111.19,1002500364211.36,1883705032890.27,2660033857317.63,2558497463650.79,,,,846203777787.48,1914841957799.91,3607963215806.68,1343031911370.58,1564444003160.19,1385842273958.16,549441844154.16,864091549757.24,1125699331286.18,134870837337.94,475650566388.84,321739490076.67,2365390094599.71
3068402816188.19,2761338498657.38,2487564389774.11,1166696136893.41,1653551276247.68,1005530179181.50,1889011378611.47,2665292875929.93,2562872852019.57,,,,847256233291.36,1917245575768.61,3615921275932.43,1345887571300.51,1567325504943.85,1387765084861.20,549377083971.94,866185777966.06,1127418012832.48,134740969866.36,475528537420.36,321499152601.67,2364520089652.05
3068188471496.79,2768064854233.68,2490646577513.89,1169532060090.61,1654094147665.22,1008591577151.97,1894326674957.70,2670573080563.12,2567279981741.65,,,,848356168100.42,1919650173028.05,3623909439676.76,1348781938717.82,1570168276268.14,1389708220290.76,549276607894.51,868261920152.91,1129140485317.00,134628882734.24,475375609348.14,321298373549.56,2363637497372.08
3067989259188.95,2774760137684.99,2493764470331.24,1172373719345.52,1654600072758.00,1011684523754.41,1899679637566.01,2675877256233.66,2571718885297.53,,,,849503524421.99,1922055745909.99,3631934528133.55,1351662979856.29,1572986597321.56,1391670510483.51,549140365550.70,870356495538.39,1130859590221.64,134534620410.51,475191752013.32,321058883635.46,2362742278488.84
3067791743420.17,2781492254042.62,2496850128942.00,1175221073009.50,1655069053240.34,1014808986654.98,1905061385854.24,2681205281294.53,2576189595565.12,,,,850698242278.06,1924462290762.98,3639996544072.09,1354530716064.48,1575780446985.76,1393651927545.51,548968307964.98,872469457820.55,1132582451246.30,134458220411.61,474976938913.64,320802994088.16,2361834395429.00
3067609250926.41,2788261231044.26,2499903520091.75,1178074079753.64,1655501091146.55,1017964935533.40,1910471901982.80,2686557036148.74,2580692145812.29,,,,851940259553.38,1926869803952.40,3648095490384.33,1357385171527.28,1578549806085.68,1395614409839.41,548760387527.22,874600765273.93,1134269862227.33,134399713227.38,474798537520.60,320508303638.64,2360913812317.97
3067415101758.82,2794999236438.94,2502924611289.79,1180932698566.81,1655896188830.97,1021121032348.21,1915911169432.62,2691932403239.63,2585226569689.41,,,,853229512044.84,1929278281860.26,3656231370083.26,1360226373238.32,1581294657369.46,1397596000849.00,548516557963.72,876713982425.57,1135960977099.91,134359122260.48,474614845479.36,320174803458.65,2359980494981.32
3067261296222.26,2801706308685.72,2505911179693.29,1183779245383.85,1656254348968.05,1024282168053.80,1921379172988.98,2697331267040.93,2589766779558.13,,,,854565933512.17,1931687720885.20,3664404186301.23,1363093007507.48,1584014985488.95,1399596675507.93,548236774309.45,878809148713.43,1137655750523.85,134336463779.79,474467571324.78,319802485025.26,2359034410946.19
3067147819067.16,2808412254114.87,2508863248174.82,1186609839866.67,1656619433433.88,1027412189879.41,1926875898725.38,2702751160975.19,2594312712206.42,,,,855926852809.38,1934131682763.79,3672613942288.35,1365946445841.00,1586710776980.84,1401616411413.98,547951651445.81,880943711928.92,1139354141454.53,134331746887.90,474356700083.00,319391340112.13,2358075529442.94
3067074654959.21,2815116973139.49,2511813723306.06,1189445935258.80,1656977599239.62,1030511126908.60,1932401333987.41,2708192172072.73,2598864306606.60,,,,857311911402.79,1936576627404.96,3680860641410.84,1368838678032.58,1589420837360.31,1403655188813.13,547630441012.51,883096586968.26,1141049174679.01,134368965677.04,474214815955.20,318941360781.19,2357103821406.91
3067041788481.31,2821858535377.49,2514762660389.59,1192287492266.57,1657328855069.73,1033579009545.99,1937926808022.60,2713654387879.10,2603421503897.61,,,,858727246024.85,1939023370294.18,3689144287149.37,1371756404907.37,1592145155416.71,1405712990583.23,547273103558.96,885267733283.71,1142740889803.02,134424844897.40,474041900524.38,318474667182.19,2356119259480.27
3067049204135.62,2828569125798.68,2517710116304.09,1195134471894.82,1657687032319.41,1036615869506.67,1943461250535.74,2719137896443.08,2607984247367.38,,,,860127329715.24,1941471033713.39,3697464883097.53,1374661008345.20,1594883722534.95,1407789802217.25,546879600838.90,887420851538.69,1144429330211.88,134499361320.02,473905344491.61,317969063154.26,2355121818014.07
